列1,募集日,地区名,路線名,駅名,所要時間,取引価格,間取り,竣工日,敷地面積,延べ面積,建蔽率,容積率,経度,緯度,築年数,補正築年数,補正所要時間,縦横比,間取り指数
908,2020/4/1,東柏1丁目,ＪＲ常磐線,柏,26,21800000,4LDK,201603,130.06,99.37,50,100,139.98753,35.8515,4.087671233,4.087671233,13.21568519,2,5.5
909,2020/4/1,東柏1丁目,ＪＲ常磐線,柏,26,27800000,4LDK,201603,130.05,99.98,50,100,139.98753,35.8515,4.087671233,4.087671233,13.21568519,2,5.5
910,2020/4/1,篠籠田,ＪＲ常磐線,柏,22,21990000,4LDK,201606,104.84,101.22,50,100,139.94336,35.86812,3.835616438,3.835616438,11.18250285,2,5.5
911,2020/4/1,新富町2丁目,ＪＲ常磐線,南柏,18,30800000,4LDK,201603,117.59,98.35,50,100,139.95262,35.85528,4.087671233,4.087671233,16.21247152,2,5.5
912,2020/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,17,25990000,4LDK,201605,101.25,98.24,50,100,139.96329,35.88953,3.920547945,3.920547945,16.54419945,2,5.5
913,2020/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,17,26990000,4LDK,201605,115.07,106.9,50,100,139.96329,35.88953,3.920547945,3.920547945,16.54419945,2,5.5
914,2020/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,17,26990000,4LDK,201605,126.14,105.3,50,100,139.96329,35.88953,3.920547945,3.920547945,16.54419945,2,5.5
915,2020/4/1,松ケ崎,ＪＲ常磐線,北柏,27,19990000,4LDK,201606,120.05,107.3,60,200,139.97595,35.87908,3.835616438,3.835616438,25.89903017,3.333333333,5.5
916,2020/4/1,松ケ崎,ＪＲ常磐線,北柏,27,17990000,4LDK,201606,134.87,104.3,60,200,139.97595,35.87908,3.835616438,3.835616438,25.89903017,3.333333333,5.5
917,2020/4/1,松ケ崎,ＪＲ常磐線,北柏,27,22990000,4LDK,201606,125.04,109.3,60,200,139.97595,35.87908,3.835616438,3.835616438,25.89903017,3.333333333,5.5
918,2020/4/1,松ケ崎,ＪＲ常磐線,北柏,27,21990000,4LDK,201606,132.91,106.3,60,200,139.97595,35.87908,3.835616438,3.835616438,25.89903017,3.333333333,5.5
919,2020/4/1,松ケ崎,ＪＲ常磐線,北柏,27,21990000,4LDK,201606,125.05,101.83,60,200,139.97595,35.87908,3.835616438,3.835616438,25.89903017,3.333333333,5.5
920,2020/4/1,松ケ崎,ＪＲ常磐線,北柏,27,21990000,4LDK,201606,125.05,106.29,60,200,139.97595,35.87908,3.835616438,3.835616438,25.89903017,3.333333333,5.5
921,2020/4/1,松ケ崎,ＪＲ常磐線,柏,25,22800000,4LDK,201606,120.82,101.84,60,150,139.97595,35.87908,3.835616438,3.835616438,12.7073896,2.5,5.5
922,2020/4/1,松ケ崎,ＪＲ常磐線,柏,28,21800000,4LDK,201605,122.2,99.68,60,150,139.97595,35.87908,3.920547945,3.920547945,14.23227636,2.5,5.5
923,2020/4/1,松ケ崎,ＪＲ常磐線,柏,25,28800000,4LDK,201606,114.65,102.18,60,150,139.97595,35.87908,3.835616438,3.835616438,12.7073896,2.5,5.5
924,2020/4/1,松ケ崎,ＪＲ常磐線,柏,28,22800000,4LDK,201605,127.01,99.36,60,150,139.97595,35.87908,3.920547945,3.920547945,14.23227636,2.5,5.5
925,2020/4/1,宿連寺,ＪＲ常磐線,北柏,24,21800000,4LDK,201605,110,96.02,50,100,139.98523,35.8875,3.920547945,3.920547945,23.02136015,2,5.5
926,2020/4/1,宿連寺,ＪＲ常磐線,北柏,24,20800000,4LDK,201605,105.02,96.02,50,100,139.98523,35.8875,3.920547945,3.920547945,23.02136015,2,5.5
927,2020/4/1,宿連寺,ＪＲ常磐線,北柏,24,21800000,3LDK,201605,105.01,95.23,50,100,139.98523,35.8875,3.920547945,3.920547945,23.02136015,2,4.5
928,2020/4/1,篠籠田,ＪＲ常磐線,柏,22,24990000,4LDK,201606,115.06,110.26,50,100,139.94336,35.86812,3.835616438,3.835616438,11.18250285,2,5.5
929,2020/4/1,篠籠田,ＪＲ常磐線,柏,22,21990000,4LDK,201606,103.46,98,50,100,139.94336,35.86812,3.835616438,3.835616438,11.18250285,2,5.5
930,2020/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,20,33800000,4LDK,201707,123.91,96.43,50,100,139.96329,35.88953,2.753424658,2.753424658,19.46376405,2,5.5
931,2020/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,20,24800000,3LDK,201707,139.53,90.24,50,100,139.96329,35.88953,2.753424658,2.753424658,19.46376405,2,4.5
932,2020/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,20,26800000,4LDK,201707,128.13,95.41,50,100,139.96329,35.88953,2.753424658,2.753424658,19.46376405,2,5.5
933,2020/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,20,30800000,4LDK,201707,120.07,102.37,50,100,139.96329,35.88953,2.753424658,2.753424658,19.46376405,2,5.5
934,2020/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,20,25800000,3LDK,201707,138.29,86.7,50,100,139.96329,35.88953,2.753424658,2.753424658,19.46376405,2,4.5
935,2020/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,20,31800000,4LDK,201707,100.05,97.26,50,100,139.96329,35.88953,2.753424658,2.753424658,19.46376405,2,5.5
936,2020/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,20,30800000,4LDK,201707,100.02,94.71,50,100,139.96329,35.88953,2.753424658,2.753424658,19.46376405,2,5.5
937,2020/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,20,31800000,4LDK,201707,100.14,96.43,50,100,139.96329,35.88953,2.753424658,2.753424658,19.46376405,2,5.5
938,2020/4/1,豊四季,東武野田線,豊四季,8,26800000,4LDK,201708,116.15,103.06,60,200,139.94981,35.85993,2.668493151,2.668493151,8.153362878,3.333333333,5.5
939,2020/4/1,豊四季,東武野田線,豊四季,8,26800000,4LDK,201708,118.08,102.88,60,200,139.94981,35.85993,2.668493151,2.668493151,8.153362878,3.333333333,5.5
940,2020/4/1,豊四季,東武野田線,豊四季,8,27800000,4LDK,201708,112.94,104.06,60,200,139.94981,35.85993,2.668493151,2.668493151,8.153362878,3.333333333,5.5
941,2020/4/1,宿連寺,ＪＲ常磐線,北柏,20,16800000,3LDK,200105,100.01,97.07,60,200,139.98523,35.8875,18.93150685,19.87808219,19.18446679,3.333333333,4.5
942,2020/4/1,新逆井2丁目,新京成電鉄,五香,20,7800000,1K,199507,103.55,34.55,50,100,139.97063,35.80952,24.76986301,26.00835616,19.60608573,2,1.4
943,2020/4/1,塚崎,東武野田線,逆井,35,22980000,4LDK,201702,117.01,98.54,60,150,139.99606,35.83493,3.164383562,3.164383562,35.73947645,2.5,5.5
944,2020/4/1,大室,つくばエクスプレス,柏たなか,16,21990000,5LDK,198803,171.53,133.73,50,100,139.96175,35.91197,32.10684932,33.71219178,16.53987454,2,6.5
945,2020/4/1,大津ケ丘3丁目,ＪＲ常磐線,柏,8,37800000,4LDK,200802,292.98,160.26,60,150,139.99562,35.84094,12.17260274,12.17260274,4.066364673,2.5,5.5
946,2020/4/1,あかね町,ＪＲ常磐線,柏,22,21000000,5LDK,197807,154.42,132.9,50,100,139.97855,35.84998,41.78082192,45.95890411,11.18250285,2,6.5
947,2020/4/1,光ケ丘2丁目,ＪＲ常磐線,南柏,10,19900000,4LDK,201305,118.25,104.33,60,200,139.95151,35.83031,6.923287671,6.923287671,9.006928622,3.333333333,5.5
948,2020/4/1,松ケ崎,ＪＲ常磐線,北柏,8,23800000,4LDK,201201,121.42,101.85,60,150,139.97595,35.87908,8.254794521,8.254794521,7.673786717,2.5,5.5
949,2020/4/1,大島田,ＪＲ常磐線,柏,3,13500000,4LDK,199002,99.38,97.74,60,200,140.0128,35.83577,30.18356164,31.69273973,1.524886753,3.333333333,5.5
950,2020/4/1,鷲野谷,ＪＲ常磐線,柏,3,17000000,4LDK,198603,197.37,110.91,60,200,140.03883,35.84289,34.10958904,35.81506849,1.524886753,3.333333333,5.5
951,2020/4/1,中新宿3丁目,ＪＲ常磐線,南柏,10,11500000,2DK,199906,109.37,50.08,60,160,139.94688,35.83292,20.84931507,21.89178082,9.006928622,2.666666667,3
952,2020/4/1,南逆井4丁目,新京成電鉄,五香,25,31800000,4LDK,201004,184.76,107.64,50,100,139.97462,35.80325,10.00821918,10.00821918,24.50760716,2,5.5
953,2020/4/1,酒井根7丁目,東武野田線,増尾,33,11500000,4LDK,199609,122.38,99.7,50,100,139.95784,35.82092,23.59726027,24.77712329,33.78852575,2,5.5
954,2020/4/1,布施新町3丁目,ＪＲ常磐線,柏,6,12500000,4DK,198003,152.92,63.47,50,100,140.00624,35.88845,40.11232877,42.11794521,3.049773505,2,5
955,2020/4/1,柏,ＪＲ常磐線,柏,3,9800000,3DK,197711,82.78,65,60,160,139.98651,35.86444,42.44383562,46.68821918,1.524886753,2.666666667,4
956,2020/4/1,豊四季,東武野田線,新柏,9,11000000,4DK,198507,103.5,97.5,60,160,139.94981,35.85993,34.77534247,36.51410959,9.047981972,2.666666667,5
957,2020/4/1,光ケ丘4丁目,ＪＲ常磐線,南柏,3,8000000,4DK,197805,99.26,72.04,50,100,139.96422,35.82815,41.94794521,46.14273973,2.702078587,2,5
958,2020/4/1,千代田1丁目,ＪＲ常磐線,柏,14,18300000,2DK,199805,57.43,59.24,60,160,139.97629,35.85653,21.93424658,23.0309589,7.116138178,2.666666667,3
959,2020/4/1,高田,ＪＲ常磐線,柏,4,29800000,3LDK,202003,135.21,95.85,60,200,139.94922,35.8777,0.084931507,0.084931507,2.033182337,3.333333333,4.5
960,2020/4/1,永楽台1丁目,東武野田線,新柏,20,12000000,4LDK,199707,103.62,102.68,50,100,139.96895,35.84458,22.76712329,23.90547945,20.1066266,2,5.5
961,2020/4/1,大室,つくばエクスプレス,柏たなか,22,21800000,4LDK,199403,240.83,124.62,60,150,139.96175,35.91197,26.10410959,27.40931507,22.74232749,2.5,5.5
962,2020/4/1,布瀬,ＪＲ常磐線,北柏,26,11800000,4LDK,199512,113.03,80.31,60,150,140.09158,35.83679,24.35068493,25.56821918,24.93980683,2.5,5.5
963,2020/4/1,高田,ＪＲ常磐線,柏,22,26500000,5DK,197404,332,116.5,60,150,139.94922,35.8777,46.03287671,50.63616438,11.18250285,2.5,6
964,2020/4/1,あかね町,ＪＲ常磐線,柏,19,31800000,3LDK,201906,123.85,109.3,50,100,139.97855,35.84998,0.835616438,0.835616438,9.657616099,2,4.5
965,2020/4/1,富里3丁目,ＪＲ常磐線,南柏,17,43800000,4LDK,201902,162,103.5,60,200,139.96289,35.8544,1.164383562,1.164383562,15.31177866,3.333333333,5.5
966,2020/4/1,南逆井6丁目,新京成電鉄,五香,22,13090000,4DK,199110,80,77.83,50,100,139.97791,35.80551,28.52054795,29.94657534,21.5666943,2,5
967,2020/4/1,増尾4丁目,東武野田線,増尾,16,19900000,4LDK,201909,125.09,102.27,50,100,139.98355,35.83547,0.583561644,0.583561644,16.38231552,2,5.5
968,2020/4/1,増尾4丁目,東武野田線,増尾,16,14900000,4LDK,201911,122.03,102.26,50,100,139.98355,35.83547,0.416438356,0.416438356,16.38231552,2,5.5
969,2020/4/1,新逆井1丁目,東武野田線,逆井,28,11800000,5DK,199702,87.34,113.07,50,100,139.97218,35.81209,23.17808219,24.3369863,28.59158116,2,6
970,2020/4/1,つくしが丘4丁目,東武野田線,新柏,3,38800000,4LDK,202003,127.35,98.82,60,150,139.96826,35.83595,0.084931507,0.084931507,3.015993991,2.5,5.5
971,2020/4/1,高柳,東武野田線,高柳,6,24900000,3LDK,202001,184.98,101.85,50,100,139.99794,35.8078,0.249315068,0.249315068,6.13134808,2,4.5
972,2020/4/1,南増尾4丁目,新京成電鉄,五香,25,21900000,4LDK,201909,132.5,105.98,50,100,139.96603,35.81324,0.583561644,0.583561644,24.50760716,2,5.5
973,2020/4/1,東中新宿3丁目,東武野田線,新柏,14,20400000,4LDK,201911,123.04,123.04,50,100,139.96339,35.82977,0.416438356,0.416438356,14.07463862,2,5.5
974,2020/4/1,小青田2丁目,つくばエクスプレス,柏たなか,6,36800000,4LDK,201806,161.65,103.09,50,100,139.95346,35.91253,1.835616438,1.835616438,6.202452951,2,5.5
975,2020/4/1,大室1丁目,つくばエクスプレス,柏たなか,8,32900000,4LDK,201802,185.48,107.23,50,100,139.95816,35.90826,2.164383562,2.164383562,8.269937268,2,5.5
976,2020/4/1,若柴,つくばエクスプレス,柏の葉キャンパス,19,19900000,4LDK,199609,119.14,108.58,60,200,139.95399,35.89166,23.59726027,24.77712329,18.49057585,3.333333333,5.5
977,2020/4/1,大室1丁目,つくばエクスプレス,柏たなか,10,28800000,4LDK,201804,151.37,104.33,60,200,139.95816,35.90826,2.002739726,2.002739726,10.33742159,3.333333333,5.5
978,2020/4/1,船戸2丁目,つくばエクスプレス,柏たなか,8,34900000,5LDK,201301,152.87,131.65,50,100,139.95238,35.91587,7.252054795,7.252054795,8.269937268,2,6.5
979,2020/4/1,豊四季,東武野田線,豊四季,17,19800000,4LDK,201910,137.34,101.02,60,200,139.94981,35.85993,0.501369863,0.501369863,17.32589612,3.333333333,5.5
980,2020/4/1,東中新宿3丁目,東武野田線,新柏,17,28300000,2LDK,202002,120.36,98.53,50,100,139.96339,35.82977,0.164383562,0.164383562,17.09063261,2,3.5
981,2020/4/1,豊四季,ＪＲ常磐線,南柏,11,33800000,4LDK,202003,82.63,90.37,60,200,139.94981,35.85993,0.084931507,0.084931507,9.907621485,3.333333333,5.5
982,2020/4/1,増尾台2丁目,東武野田線,増尾,11,31800000,3LDK,201905,112.4,107.51,50,100,139.9711,35.82467,0.920547945,0.920547945,11.26284192,2,4.5
983,2020/4/1,南逆井2丁目,新京成電鉄,五香,16,15800000,3LDK,200412,99,98.4,50,100,139.97032,35.80509,15.34246575,16.10958904,15.68486859,2,4.5
984,2020/4/1,西原5丁目,東武野田線,初石,15,23800000,3LDK,201901,104.03,94.38,60,150,139.91978,35.89122,1.249315068,1.249315068,15.14300756,2.5,4.5
985,2020/4/1,南増尾,新京成電鉄,五香,25,21900000,4LDK,201910,132.5,105.98,50,100,139.97408,35.81639,0.501369863,0.501369863,24.50760716,2,5.5
986,2020/4/1,増尾4丁目,東武野田線,増尾,16,13900000,4LDK,201911,125.09,102.68,50,100,139.98355,35.83547,0.416438356,0.416438356,16.38231552,2,5.5
987,2020/4/1,増尾4丁目,東武野田線,増尾,16,14900000,4LDK,201911,120.1,102.26,50,100,139.98355,35.83547,0.416438356,0.416438356,16.38231552,2,5.5
988,2020/4/1,つくしが丘2丁目,東武野田線,新柏,9,23800000,3LDK,201911,115.33,95.58,50,100,139.96437,35.83359,0.416438356,0.416438356,9.047981972,2,4.5
989,2020/4/1,大井,東武野田線,柏,8,22900000,4LDK,202002,162,107.64,60,150,140.00441,35.85015,0.164383562,0.164383562,4.066364673,2.5,5.5
990,2020/4/1,酒井根6丁目,ＪＲ常磐線,南柏,2,25900000,4LDK,202002,180.82,101.43,60,100,139.95744,35.82371,0.164383562,0.164383562,1.801385724,1.666666667,5.5
991,2020/4/1,あけぼの2丁目,ＪＲ常磐線,柏,11,36500000,3LDK,202002,99.17,106.2,60,160,139.9742,35.86803,0.164383562,0.164383562,5.591251426,2.666666667,4.5
992,2020/4/1,豊住5丁目,東武野田線,新柏,5,31800000,4LDK,201912,133.98,98.01,50,100,139.96672,35.84079,0.334246575,0.334246575,5.026656651,2,5.5
993,2020/4/1,豊住5丁目,東武野田線,新柏,5,29800000,4LDK,201912,135.83,104.49,50,100,139.96672,35.84079,0.334246575,0.334246575,5.026656651,2,5.5
994,2020/4/1,増尾4丁目,東武野田線,増尾,16,14900000,4LDK,201911,122.04,102.68,50,100,139.98355,35.83547,0.416438356,0.416438356,16.38231552,2,5.5
995,2020/4/1,光ケ丘2丁目,ＪＲ常磐線,南柏,4,21800000,4LDK,202002,100.68,96.79,60,160,139.95151,35.83031,0.164383562,0.164383562,3.602771449,2.666666667,5.5
996,2020/4/1,光ケ丘2丁目,ＪＲ常磐線,南柏,4,21800000,4LDK,202002,100.8,97.19,60,160,139.95151,35.83031,0.164383562,0.164383562,3.602771449,2.666666667,5.5
997,2020/4/1,弥生町,ＪＲ常磐線,柏,9,20900000,3LDK,201910,86.72,85.18,50,100,139.98589,35.85515,0.501369863,0.501369863,4.574660258,2,4.5
998,2020/4/1,豊四季,ＪＲ常磐線,南柏,11,33800000,4LDK,202004,82.63,90.37,60,160,139.94981,35.85993,0,0,9.907621485,2.666666667,5.5
999,2020/4/1,花野井,ＪＲ常磐線,北柏,3,21800000,4LDK,201909,127.53,98.53,50,100,139.97424,35.89674,0.583561644,0.583561644,2.877670019,2,5.5
1000,2020/4/1,南逆井4丁目,新京成電鉄,五香,23,16800000,4LDK,201911,107.61,99.36,50,100,139.97462,35.80325,0.416438356,0.416438356,22.54699859,2,5.5
1001,2020/4/1,酒井根6丁目,ＪＲ常磐線,南柏,3,20800000,4LDK,201907,120.04,98.82,50,100,139.95744,35.82371,0.753424658,0.753424658,2.702078587,2,5.5
1002,2020/4/1,西山2丁目,ＪＲ常磐線,北小金,7,19800000,4LDK,201211,106.02,96.88,50,100,139.95401,35.82056,7.419178082,7.419178082,6.553428078,2,5.5
1003,2020/4/1,豊住3丁目,東武野田線,新柏,4,11800000,4LDK,198005,120.2,95.22,60,150,139.96355,35.83827,39.94520548,41.94246575,4.021325321,2.5,5.5
1004,2020/4/1,大室,つくばエクスプレス,柏たなか,23,23980000,4LDK,202001,165.05,104.33,50,100,139.96175,35.91197,0.249315068,0.249315068,23.77606965,2,5.5
1005,2020/4/1,大室,つくばエクスプレス,柏たなか,23,20980000,5LDK,202001,172.22,107.84,50,100,139.96175,35.91197,0.249315068,0.249315068,23.77606965,2,6.5
1006,2020/4/1,松ケ崎,ＪＲ常磐線,北柏,25,16800000,4LDK,199709,161.42,111,60,150,139.97595,35.87908,22.59726027,23.72712329,23.98058349,2.5,5.5
1007,2020/4/1,南増尾5丁目,新京成電鉄,五香,19,20800000,3LDK,202003,132.05,98.53,60,200,139.96654,35.80993,0.084931507,0.084931507,18.62578144,3.333333333,4.5
1008,2020/4/1,南増尾5丁目,新京成電鉄,五香,19,21800000,4LDK,202003,112.29,99.16,60,200,139.96654,35.80993,0.084931507,0.084931507,18.62578144,3.333333333,5.5
1009,2020/4/1,豊住3丁目,東武野田線,新柏,4,12000000,4DK,198105,149.16,95.84,50,100,139.96355,35.83827,38.94520548,40.89246575,4.021325321,2,5
1010,2020/4/1,船戸1丁目,つくばエクスプレス,柏たなか,14,29800000,4LDK,201810,157.23,103.5,60,200,139.94977,35.91423,1.501369863,1.501369863,14.47239022,3.333333333,5.5
1011,2020/4/1,船戸1丁目,つくばエクスプレス,柏たなか,14,32800000,4LDK,201810,180,105.99,60,200,139.94977,35.91423,1.501369863,1.501369863,14.47239022,3.333333333,5.5
1012,2020/4/1,小青田3丁目,つくばエクスプレス,柏たなか,7,35800000,4LDK,201809,156.74,105.15,60,200,139.95557,35.91412,1.583561644,1.583561644,7.23619511,3.333333333,5.5
1013,2020/4/1,小青田3丁目,つくばエクスプレス,柏たなか,7,32800000,4LDK,201809,139.45,99.16,60,200,139.95557,35.91412,1.583561644,1.583561644,7.23619511,3.333333333,5.5
1014,2020/4/1,小青田3丁目,つくばエクスプレス,柏たなか,7,34800000,4LDK,201809,151.42,105.99,60,200,139.95557,35.91412,1.583561644,1.583561644,7.23619511,3.333333333,5.5
1015,2020/4/1,光ケ丘2丁目,ＪＲ常磐線,南柏,6,24800000,2LDK,200401,132.25,102.67,60,200,139.95151,35.83031,16.26027397,17.07328767,5.404157173,3.333333333,3.5
1016,2020/4/1,豊四季,ＪＲ常磐線,南柏,27,8800000,4LDK,198807,130.37,86.75,60,200,139.94981,35.85993,31.77260274,33.36123288,24.31870728,3.333333333,5.5
1017,2020/4/1,加賀2丁目,東武野田線,増尾,10,24800000,4LDK,201702,129.41,101.01,60,150,139.96939,35.82877,3.164383562,3.164383562,10.2389472,2.5,5.5
1018,2020/4/1,豊四季,ＪＲ常磐線,柏,2,22800000,4LDK,201705,112.01,104.33,60,200,139.94981,35.85993,2.920547945,2.920547945,1.016591168,3.333333333,5.5
1019,2020/4/1,豊平町,ＪＲ常磐線,南柏,18,28800000,2LDK,201103,123.57,101.02,50,100,139.95712,35.8547,9.093150685,9.093150685,16.21247152,2,3.5
1020,2020/4/1,花野井,つくばエクスプレス,柏の葉キャンパス,4,24900000,4LDK,201808,122,103.91,60,150,139.97424,35.89674,1.668493151,1.668493151,3.892752811,2.5,5.5
1021,2020/4/1,みどり台1丁目,東武野田線,江戸川台,13,8000000,4DK,199704,83.77,93.98,60,150,139.91968,35.9012,23.01643836,24.16726027,12.93142391,2.5,5
1022,2020/4/1,酒井根6丁目,ＪＲ常磐線,南柏,3,32000000,3LDK,201508,132.5,102.45,50,100,139.95744,35.82371,4.671232877,4.671232877,2.702078587,2,4.5
1023,2020/4/1,大室,つくばエクスプレス,柏たなか,10,27900000,4LDK,202001,142,98.53,60,200,139.96175,35.91197,0.249315068,0.249315068,10.33742159,3.333333333,5.5
1024,2020/4/1,大室,つくばエクスプレス,柏たなか,21,20980000,4LDK,201911,172.22,107.64,50,100,139.96175,35.91197,0.416438356,0.416438356,21.70858533,2,5.5
1025,2020/4/1,大室,つくばエクスプレス,柏たなか,21,22980000,4LDK,201911,172.2,104.33,50,100,139.96175,35.91197,0.416438356,0.416438356,21.70858533,2,5.5
1026,2020/4/1,増尾5丁目,東武野田線,増尾,13,29980000,4LDK,202002,135.5,99.37,50,100,139.98471,35.83187,0.164383562,0.164383562,13.31063136,2,5.5
1027,2020/4/1,増尾5丁目,東武野田線,増尾,13,28980000,4LDK,202002,131.95,99.37,50,100,139.98471,35.83187,0.164383562,0.164383562,13.31063136,2,5.5
1028,2020/4/1,増尾5丁目,東武野田線,増尾,13,29980000,4LDK,202002,150.72,99.37,50,100,139.98471,35.83187,0.164383562,0.164383562,13.31063136,2,5.5
1029,2020/4/1,藤心1丁目,東武野田線,逆井,10,15900000,3LDK,200710,122.1,106.81,50,100,139.99205,35.82784,12.50958904,13.13506849,10.21127899,2,4.5
1030,2020/4/1,関場町,ＪＲ常磐線,柏,2,14900000,4LDK,198101,160.34,82.8,50,100,139.98373,35.85007,39.2739726,41.23767123,1.016591168,2,5.5
1031,2020/4/1,松葉町3丁目,つくばエクスプレス,柏の葉キャンパス,3,22800000,4LDK,201202,130.86,99.36,50,100,139.97096,35.88601,8.169863014,8.169863014,2.919564608,2,5.5
1032,2020/4/1,柏の葉3丁目,つくばエクスプレス,柏の葉キャンパス,24,33800000,3LDK,200906,173.17,104.74,50,100,139.9362,35.89154,10.84109589,10.84109589,23.35651686,2,4.5
1033,2020/4/1,今谷南町,ＪＲ常磐線,南柏,12,33800000,4LDK,201807,110.74,105.16,60,200,139.95775,35.83663,1.753424658,1.753424658,10.80831435,3.333333333,5.5
1034,2020/4/1,今谷南町,ＪＲ常磐線,南柏,12,38800000,4LDK,201807,120.09,105.99,60,200,139.95775,35.83663,1.753424658,1.753424658,10.80831435,3.333333333,5.5
1035,2020/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,16,36900000,4LDK,202006,133.38,109.2,50,100,139.96329,35.88953,0.167123288,0.167123288,15.57101124,2,5.5
1036,2020/4/1,手賀の杜5丁目,ＪＲ常磐線,柏,2,28800000,4LDK,201103,189.35,137,50,100,140.01898,35.84413,9.093150685,9.093150685,1.016591168,2,5.5
1037,2020/4/1,南逆井6丁目,新京成電鉄,五香,20,6500000,3DK,196611,92,60.59,50,100,139.97791,35.80551,53.45205479,58.79726027,19.60608573,2,4
1038,2020/4/1,みどり台2丁目,東武野田線,江戸川台,18,25900000,4LDK,202003,145.86,102.68,60,150,139.9216,35.90454,0.084931507,0.084931507,17.90504849,2.5,5.5
1039,2020/4/1,西原5丁目,東武野田線,初石,13,33900000,4LDK,202004,133.25,116.65,60,150,139.91978,35.89122,0,0,13.12393988,2.5,5.5
1040,2020/4/1,東逆井1丁目,東武野田線,逆井,4,20900000,4LDK,201910,106.12,97.29,60,150,139.98282,35.8258,0.501369863,0.501369863,4.084511595,2.5,5.5
1041,2020/4/1,中央2丁目,ＪＲ常磐線,柏,10,39900000,3LDK,201910,107.55,88.6,60,200,139.97214,35.85558,0.501369863,0.501369863,5.082955842,3.333333333,4.5
1042,2020/4/1,花野井,ＪＲ常磐線,北柏,26,23900000,3LDK,202006,163.32,93.98,50,100,139.97424,35.89674,0.167123288,0.167123288,24.93980683,2,4.5
1043,2020/4/1,柏,東武野田線,柏,17,21800000,4LDK,199403,181.29,140.2,50,100,139.98651,35.86444,26.10410959,27.40931507,8.641024931,2,5.5
1044,2020/4/1,柏の葉5丁目,つくばエクスプレス,柏の葉キャンパス,3,30900000,4LDK,201807,150.08,99.37,60,200,139.93605,35.902,1.753424658,1.753424658,2.919564608,3.333333333,5.5
1045,2020/4/1,明原2丁目,ＪＲ常磐線,柏,8,44800000,2LDK,201810,111.1,88.62,60,160,139.96704,35.86608,1.501369863,1.501369863,4.066364673,2.666666667,3.5
1046,2020/4/1,明原2丁目,ＪＲ常磐線,柏,8,42800000,2LDK,201810,121.36,92.76,60,160,139.96704,35.86608,1.501369863,1.501369863,4.066364673,2.666666667,3.5
1047,2020/4/1,戸張,ＪＲ常磐線,柏,33,9500000,3LDK,198708,135.31,110.13,50,100,139.99359,35.856,32.69041096,34.32493151,16.77375428,2,4.5
1048,2020/4/1,豊町2丁目,ＪＲ常磐線,南柏,11,28800000,4LDK,201912,100.61,101.24,60,200,139.96025,35.85101,0.334246575,0.334246575,9.907621485,3.333333333,5.5
1049,2020/4/1,豊町2丁目,ＪＲ常磐線,南柏,11,30800000,4LDK,201912,101.15,101.85,60,200,139.96025,35.85101,0.334246575,0.334246575,9.907621485,3.333333333,5.5
1050,2020/4/1,根戸,ＪＲ常磐線,北柏,12,12800000,4LDK,197407,185,113.19,60,200,139.98645,35.88113,45.78356164,50.36191781,11.51068008,3.333333333,5.5
1051,2020/4/1,かやの町,ＪＲ常磐線,柏,22,31800000,3LDK,201511,2998.78,89.43,50,100,139.95457,35.86593,4.419178082,4.419178082,11.18250285,2,4.5
1052,2020/4/1,柏,ＪＲ常磐線,柏,16,17800000,4LDK,199507,165.31,110.96,50,100,139.98651,35.86444,24.76986301,26.00835616,8.132729347,2,5.5
1053,2020/4/1,花野井,ＪＲ常磐線,北柏,3,22800000,4LDK,201907,133,98.95,50,100,139.97424,35.89674,0.753424658,0.753424658,2.877670019,2,5.5
1054,2020/4/1,花野井,ＪＲ常磐線,北柏,3,21800000,4LDK,201907,127.53,98.53,50,100,139.97424,35.89674,0.753424658,0.753424658,2.877670019,2,5.5
1055,2020/4/1,花野井,つくばエクスプレス,柏たなか,2,21800000,4LDK,201907,140.1,98.53,50,100,139.97424,35.89674,0.753424658,0.753424658,2.067484317,2,5.5
1056,2020/4/1,関場町,ＪＲ常磐線,柏,26,24500000,4LDK,200609,120.9,110.91,50,100,139.98373,35.85007,13.59178082,14.27136986,13.21568519,2,5.5
1057,2020/4/1,南高柳,東武野田線,高柳,5,20800000,5LDK,199703,172.9,115.72,50,100,140.00038,35.80558,23.10136986,24.25643836,5.109456733,2,6.5
1058,2020/4/1,豊四季,ＪＲ常磐線,柏,95,24800000,4LDK,201901,120.42,109.3,60,200,139.94981,35.85993,1.249315068,1.249315068,48.2880805,3.333333333,5.5
